batch,baseline_rate_per_100k,chains_completed,computational_gate_pass,count_seed,design_summary,draws_per_chain,initialization_seed_base,interpretation_boundary,kappa,maximum_all_parameter_rhat,maximum_primary_rhat,maximum_stochastic_latent_summary_rhat,minimum_primary_bulk_ess,minimum_primary_tail_ess,minimum_stochastic_latent_summary_bulk_ess,primary_median_absolute_relative_bias_percent,primary_truth_coverage_fraction,replicate_id,scenario_id,suppressed_cell_coverage_95,suppressed_cell_rmse,truth_seed,validation_failures
2,5.0,4,True,72007,"{'all_initializations_valid': True, 'baseline_rate_per_100k': 5.0, 'count_seed': 72007, 'counties': 72, 'county_year_rows': 432, 'design_pass': True, 'exact_cells': 49, 'grand_total': 3640, 'initialization_seed_base': 73070, 'interpretation_boundary': 'Truth-known calibration replicate design only; no empirical epidemiologic inference.', 'kappa': 10.0, 'median_pairwise_initialization_l1': 446.0, 'minimum_pairwise_initialization_l1': 394, 'replicate_id': 7, 'scenario_id': 'higher_rate_5_0_kappa_10', 'states': 6, 'suppressed_cells': 247, 'suppressed_fraction': 0.5717592592592593, 'truth_seed': 71007, 'zero_cells': 136}",1800,73070,One prespecified synthetic replicate. Batch-level coverage and bias remain exploratory until all replicates are aggregated; no empirical epidemiologic estimate is involved.,10.0,1.527562644105414,1.022284937580108,1.0022022178796757,150.36009866384603,294.46385925742663,3365.887861490922,6.18773872399686,1.0,7,higher_rate_5_0_kappa_10,0.9878542510121456,1.0766376009586145,71007,0
2,3.4,4,True,72008,"{'all_initializations_valid': True, 'baseline_rate_per_100k': 3.4, 'count_seed': 72008, 'counties': 72, 'county_year_rows': 432, 'design_pass': True, 'exact_cells': 42, 'grand_total': 2681, 'initialization_seed_base': 73080, 'interpretation_boundary': 'Truth-known calibration replicate design only; no empirical epidemiologic inference.', 'kappa': 4.0, 'median_pairwise_initialization_l1': 332.0, 'minimum_pairwise_initialization_l1': 292, 'replicate_id': 8, 'scenario_id': 'baseline_rate_3_4_kappa_4', 'states': 6, 'suppressed_cells': 205, 'suppressed_fraction': 0.47453703703703703, 'truth_seed': 71008, 'zero_cells': 185}",1800,73080,One prespecified synthetic replicate. Batch-level coverage and bias remain exploratory until all replicates are aggregated; no empirical epidemiologic estimate is involved.,4.0,1.0304385395332334,1.0304385395332334,1.0037361942279783,173.111272498955,283.2079155350972,2357.6774992855844,4.166460937091587,1.0,8,baseline_rate_3_4_kappa_4,1.0,1.0618784007210034,71008,0
2,3.4,4,True,72009,"{'all_initializations_valid': True, 'baseline_rate_per_100k': 3.4, 'count_seed': 72009, 'counties': 72, 'county_year_rows': 432, 'design_pass': True, 'exact_cells': 37, 'grand_total': 2622, 'initialization_seed_base': 73090, 'interpretation_boundary': 'Truth-known calibration replicate design only; no empirical epidemiologic inference.', 'kappa': 10.0, 'median_pairwise_initialization_l1': 349.0, 'minimum_pairwise_initialization_l1': 294, 'replicate_id': 9, 'scenario_id': 'baseline_rate_3_4_kappa_10', 'states': 6, 'suppressed_cells': 238, 'suppressed_fraction': 0.5509259259259259, 'truth_seed': 71009, 'zero_cells': 157}",1800,73090,One prespecified synthetic replicate. Batch-level coverage and bias remain exploratory until all replicates are aggregated; no empirical epidemiologic estimate is involved.,10.0,1.0284399218060252,1.0250779819759992,1.0026270598814802,162.9926566843121,299.6398627001937,2882.717683655393,20.414785486623344,0.6666666666666666,9,baseline_rate_3_4_kappa_10,0.9915966386554622,1.067800827656951,71009,0
2,2.4,4,True,72010,"{'all_initializations_valid': True, 'baseline_rate_per_100k': 2.4, 'count_seed': 72010, 'counties': 72, 'county_year_rows': 432, 'design_pass': True, 'exact_cells': 34, 'grand_total': 1841, 'initialization_seed_base': 73100, 'interpretation_boundary': 'Truth-known calibration replicate design only; no empirical epidemiologic inference.', 'kappa': 10.0, 'median_pairwise_initialization_l1': 237.0, 'minimum_pairwise_initialization_l1': 216, 'replicate_id': 10, 'scenario_id': 'lower_rate_2_4_kappa_10', 'states': 6, 'suppressed_cells': 187, 'suppressed_fraction': 0.43287037037037035, 'truth_seed': 71010, 'zero_cells': 211}",1800,73100,One prespecified synthetic replicate. Batch-level coverage and bias remain exploratory until all replicates are aggregated; no empirical epidemiologic estimate is involved.,10.0,1.282371647400022,1.030640711954588,1.0036373152342952,187.3091240846836,361.2286395844719,2376.1023678612364,20.636133376901768,0.8333333333333334,10,lower_rate_2_4_kappa_10,0.983957219251337,0.7375808721840728,71010,0
2,5.0,4,True,72011,"{'all_initializations_valid': True, 'baseline_rate_per_100k': 5.0, 'count_seed': 72011, 'counties': 72, 'county_year_rows': 432, 'design_pass': True, 'exact_cells': 45, 'grand_total': 3758, 'initialization_seed_base': 73110, 'interpretation_boundary': 'Truth-known calibration replicate design only; no empirical epidemiologic inference.', 'kappa': 10.0, 'median_pairwise_initialization_l1': 505.0, 'minimum_pairwise_initialization_l1': 454, 'replicate_id': 11, 'scenario_id': 'higher_rate_5_0_kappa_10', 'states': 6, 'suppressed_cells': 253, 'suppressed_fraction': 0.5856481481481481, 'truth_seed': 71011, 'zero_cells': 134}",1800,73110,One prespecified synthetic replicate. Batch-level coverage and bias remain exploratory until all replicates are aggregated; no empirical epidemiologic estimate is involved.,10.0,1.027260637817496,1.027260637817496,1.0013841090462388,163.9170225401608,411.3918346657309,2933.984360026939,11.388152387681403,1.0,11,higher_rate_5_0_kappa_10,1.0,1.1531515174666516,71011,0
2,3.4,4,True,72012,"{'all_initializations_valid': True, 'baseline_rate_per_100k': 3.4, 'count_seed': 72012, 'counties': 72, 'county_year_rows': 432, 'design_pass': True, 'exact_cells': 40, 'grand_total': 3108, 'initialization_seed_base': 73120, 'interpretation_boundary': 'Truth-known calibration replicate design only; no empirical epidemiologic inference.', 'kappa': 4.0, 'median_pairwise_initialization_l1': 322.0, 'minimum_pairwise_initialization_l1': 282, 'replicate_id': 12, 'scenario_id': 'baseline_rate_3_4_kappa_4', 'states': 6, 'suppressed_cells': 198, 'suppressed_fraction': 0.4583333333333333, 'truth_seed': 71012, 'zero_cells': 194}",1800,73120,One prespecified synthetic replicate. Batch-level coverage and bias remain exploratory until all replicates are aggregated; no empirical epidemiologic estimate is involved.,4.0,1.0303639601220214,1.0239868302669664,1.0033186304896062,146.02649511777847,287.4563839872459,1522.4822883087495,9.98134509075132,1.0,12,baseline_rate_3_4_kappa_4,1.0,0.9355829921360658,71012,0
2,3.4,4,True,72013,"{'all_initializations_valid': True, 'baseline_rate_per_100k': 3.4, 'count_seed': 72013, 'counties': 72, 'county_year_rows': 432, 'design_pass': True, 'exact_cells': 39, 'grand_total': 2822, 'initialization_seed_base': 73130, 'interpretation_boundary': 'Truth-known calibration replicate design only; no empirical epidemiologic inference.', 'kappa': 10.0, 'median_pairwise_initialization_l1': 313.0, 'minimum_pairwise_initialization_l1': 284, 'replicate_id': 13, 'scenario_id': 'baseline_rate_3_4_kappa_10', 'states': 6, 'suppressed_cells': 222, 'suppressed_fraction': 0.5138888888888888, 'truth_seed': 71013, 'zero_cells': 171}",1800,73130,One prespecified synthetic replicate. Batch-level coverage and bias remain exploratory until all replicates are aggregated; no empirical epidemiologic estimate is involved.,10.0,1.5313783899229063,1.0219988258238952,1.0025985522447365,161.166116705764,310.5667190854033,2662.666084738418,9.640837232633098,1.0,13,baseline_rate_3_4_kappa_10,0.990990990990991,1.0439239339902766,71013,0
2,2.4,4,True,72014,"{'all_initializations_valid': True, 'baseline_rate_per_100k': 2.4, 'count_seed': 72014, 'counties': 72, 'county_year_rows': 432, 'design_pass': True, 'exact_cells': 35, 'grand_total': 1817, 'initialization_seed_base': 73140, 'interpretation_boundary': 'Truth-known calibration replicate design only; no empirical epidemiologic inference.', 'kappa': 10.0, 'median_pairwise_initialization_l1': 201.0, 'minimum_pairwise_initialization_l1': 180, 'replicate_id': 14, 'scenario_id': 'lower_rate_2_4_kappa_10', 'states': 6, 'suppressed_cells': 191, 'suppressed_fraction': 0.44212962962962965, 'truth_seed': 71014, 'zero_cells': 206}",1800,73140,One prespecified synthetic replicate. Batch-level coverage and bias remain exploratory until all replicates are aggregated; no empirical epidemiologic estimate is involved.,10.0,1.027378897538353,1.027378897538353,1.0014681903399865,155.4178612850422,363.1086117178722,2118.7841596910093,13.307312788554231,1.0,14,lower_rate_2_4_kappa_10,1.0,0.8271466091524813,71014,0
2,5.0,4,True,72015,"{'all_initializations_valid': True, 'baseline_rate_per_100k': 5.0, 'count_seed': 72015, 'counties': 72, 'county_year_rows': 432, 'design_pass': True, 'exact_cells': 49, 'grand_total': 4474, 'initialization_seed_base': 73150, 'interpretation_boundary': 'Truth-known calibration replicate design only; no empirical epidemiologic inference.', 'kappa': 10.0, 'median_pairwise_initialization_l1': 433.0, 'minimum_pairwise_initialization_l1': 396, 'replicate_id': 15, 'scenario_id': 'higher_rate_5_0_kappa_10', 'states': 6, 'suppressed_cells': 241, 'suppressed_fraction': 0.5578703703703703, 'truth_seed': 71015, 'zero_cells': 142}",1800,73150,One prespecified synthetic replicate. Batch-level coverage and bias remain exploratory until all replicates are aggregated; no empirical epidemiologic estimate is involved.,10.0,1.0151636645913538,1.0151636645913538,1.001470725557044,263.42492424412706,400.5782553773577,3322.5003940163488,4.911871681151897,1.0,15,higher_rate_5_0_kappa_10,0.991701244813278,0.9761294239580814,71015,0
2,3.4,4,True,72016,"{'all_initializations_valid': True, 'baseline_rate_per_100k': 3.4, 'count_seed': 72016, 'counties': 72, 'county_year_rows': 432, 'design_pass': True, 'exact_cells': 38, 'grand_total': 2478, 'initialization_seed_base': 73160, 'interpretation_boundary': 'Truth-known calibration replicate design only; no empirical epidemiologic inference.', 'kappa': 4.0, 'median_pairwise_initialization_l1': 334.0, 'minimum_pairwise_initialization_l1': 298, 'replicate_id': 16, 'scenario_id': 'baseline_rate_3_4_kappa_4', 'states': 6, 'suppressed_cells': 211, 'suppressed_fraction': 0.48842592592592593, 'truth_seed': 71016, 'zero_cells': 183}",1800,73160,One prespecified synthetic replicate. Batch-level coverage and bias remain exploratory until all replicates are aggregated; no empirical epidemiologic estimate is involved.,4.0,1.6325694268601412,1.0343689196586123,1.002221933372064,168.93752616682647,365.9672287731588,1919.487360123558,14.253702805001945,1.0,16,baseline_rate_3_4_kappa_4,0.995260663507109,1.058432146011353,71016,0
